"","LatBand","Year","SampleID","Species","Abundance"
"1725",59,2003,"58.8102_-6.2682","Callionymus lyra",6
"1726",59.5,2003,"59.2357_-4.0507","Callionymus lyra",4
"1727",59.5,2003,"59.249_-6.4618","Callionymus lyra",2
"1728",60,2003,"59.6388_-5.1542","Callionymus lyra",2
"1743",55.5,2004,"55.4423_-4.8542","Callionymus lyra",6
"1744",56,2004,"55.751_-9.0842","Callionymus lyra",4
"1745",56,2004,"55.82_-7.661","Callionymus lyra",2
"1746",56,2004,"55.822_-8.2607","Callionymus lyra",2
"1747",56,2004,"55.9445_-6.6285","Callionymus lyra",2
"1748",56.5,2004,"56.419_-6.7218","Callionymus lyra",4
"1749",57,2004,"56.7472_-6.9747","Callionymus lyra",4
"1750",57.5,2004,"57.2925_-8.4637","Callionymus lyra",2
"1751",58,2004,"57.7058_-9.0865","Callionymus lyra",2
"1752",58,2004,"57.9327_-6.2128","Callionymus lyra",12
"1753",58.5,2004,"58.0222_-5.7723","Callionymus lyra",2
"1754",58.5,2004,"58.0257_-8.8493","Callionymus lyra",2
"1755",58.5,2004,"58.3995_-5.5913","Callionymus lyra",2
"1756",59,2004,"58.5698_-5.6195","Callionymus lyra",4
"1757",59,2004,"58.6722_-7.2222","Callionymus lyra",2
"1758",59,2004,"58.8012_-6.2433","Callionymus lyra",2
"1759",59.5,2004,"59.2467_-6.4873","Callionymus lyra",2
"1760",60,2004,"59.5803_-5.14","Callionymus lyra",4
"1768",56,2005,"55.9233_-6.6935","Callionymus lyra",2
"1769",57,2005,"56.7735_-9.011","Callionymus lyra",2
"1770",57.5,2005,"57.267_-8.4683","Callionymus lyra",52
"1771",58,2005,"57.7198_-9.0833","Callionymus lyra",4
"1772",58,2005,"57.9353_-6.217","Callionymus lyra",6
"1773",58.5,2005,"58.3987_-5.5818","Callionymus lyra",6
"1774",58.5,2005,"58.4587_-6.0527","Callionymus lyra",4
"1775",59,2005,"58.5502_-5.5922","Callionymus lyra",2
"1776",59,2005,"58.7117_-4.4347","Callionymus lyra",2
"1777",59,2005,"58.7807_-6.1755","Callionymus lyra",6
"1778",60,2005,"59.7718_-4.7927","Callionymus lyra",2
"1785",55.5,2006,"55.4462_-4.8433","Callionymus lyra",2
"1786",56,2006,"55.8275_-8.325","Callionymus lyra",2
"1787",56,2006,"55.8305_-7.7607","Callionymus lyra",4
"1788",56.5,2006,"56.4023_-6.7557","Callionymus lyra",6
"1789",57,2006,"56.5607_-7.3217","Callionymus lyra",6
"1790",57,2006,"56.6622_-7.4122","Callionymus lyra",2
"1791",57,2006,"56.791_-8.5757","Callionymus lyra",2
"1792",58,2006,"57.7955_-6.0023","Callionymus lyra",2
"1793",58,2006,"57.9692_-6.239","Callionymus lyra",4
"1794",58.5,2006,"58.0187_-8.8638","Callionymus lyra",2
"1795",58.5,2006,"58.0992_-6.173","Callionymus lyra",2
"1796",58.5,2006,"58.2597_-7.346","Callionymus lyra",2
"1797",58.5,2006,"58.3985_-5.6262","Callionymus lyra",14
"1798",58.5,2006,"58.414_-6.008","Callionymus lyra",2
"1799",59,2006,"58.5628_-5.6078","Callionymus lyra",2
"1800",59,2006,"58.5858_-5.6297","Callionymus lyra",2
"1801",59,2006,"58.7068_-4.3342","Callionymus lyra",2
"1802",55.5,2007,"55.2458_-5.1995","Callionymus lyra",4
"1803",55.5,2007,"55.355_-8.4645","Callionymus lyra",6
"1804",55.5,2007,"55.3953_-6.7548","Callionymus lyra",2
"1805",56,2007,"55.8953_-6.7238","Callionymus lyra",2
"1806",56.5,2007,"56.1947_-7.351","Callionymus lyra",4
"1807",56.5,2007,"56.3255_-8.4468","Callionymus lyra",6
"1808",56.5,2007,"56.4027_-6.7693","Callionymus lyra",2
"1809",56.5,2007,"56.4742_-7.4888","Callionymus lyra",110
"1810",57,2007,"56.5518_-7.3322","Callionymus lyra",92
"1811",57,2007,"56.7498_-6.9603","Callionymus lyra",10
"1812",57.5,2007,"57.3287_-8.4682","Callionymus lyra",18
"1813",58,2007,"57.953_-6.229","Callionymus lyra",2
"1814",58.5,2007,"58.1138_-6.1427","Callionymus lyra",6
"1815",58.5,2007,"58.2767_-8.479","Callionymus lyra",8
"1816",58.5,2007,"58.3862_-5.9757","Callionymus lyra",6
"1817",59,2007,"58.5032_-8.137","Callionymus lyra",4
"1818",59,2007,"58.7718_-6.1387","Callionymus lyra",8
"1819",59.5,2007,"59.022_-5.8675","Callionymus lyra",4
"1820",59.5,2007,"59.2312_-4.0453","Callionymus lyra",3
"1821",59.5,2007,"59.2407_-6.4978","Callionymus lyra",2
"1822",59.5,2007,"59.2643_-6.357","Callionymus lyra",26
"1823",59.5,2007,"59.3488_-5.174","Callionymus lyra",4
"1824",60,2007,"59.5643_-5.132","Callionymus lyra",4
"1825",55.5,2008,"55.3747_-6.7642","Callionymus lyra",2
"1826",55.5,2008,"55.3825_-8.4338","Callionymus lyra",6
"1827",55.5,2008,"55.4497_-9.164","Callionymus lyra",2
"1828",55.5,2008,"55.4558_-4.8193","Callionymus lyra",2
"1829",56,2008,"55.9325_-6.6777","Callionymus lyra",8
"1830",56.5,2008,"56.4087_-6.7317","Callionymus lyra",6
"1831",56.5,2008,"56.4495_-7.4532","Callionymus lyra",8
"1832",57,2008,"56.5472_-7.3385","Callionymus lyra",16
"1833",57,2008,"56.6115_-7.383","Callionymus lyra",12
"1834",57,2008,"56.7535_-6.9592","Callionymus lyra",4
"1835",57.5,2008,"57.1345_-6.9662","Callionymus lyra",2
"1836",58,2008,"57.943_-6.218","Callionymus lyra",14
"1837",58.5,2008,"58.4055_-5.5633","Callionymus lyra",4
"1838",58.5,2008,"58.4623_-6.008","Callionymus lyra",6
"1839",58.5,2008,"58.4832_-7.462","Callionymus lyra",14
"1840",59.5,2008,"59.1922_-4.7913","Callionymus lyra",8
"1841",59.5,2008,"59.2328_-4.0465","Callionymus lyra",2
"1842",59.5,2008,"59.2442_-6.4753","Callionymus lyra",2
"1843",55.5,2009,"55.3623_-8.454","Callionymus lyra",2
"1844",56,2009,"55.8918_-6.7302","Callionymus lyra",4
"1845",56,2009,"55.9997_-7.31","Callionymus lyra",38
"1846",57.5,2009,"57.1243_-6.9627","Callionymus lyra",2
"1847",57.5,2009,"57.1305_-6.6395","Callionymus lyra",4
"1848",57.5,2009,"57.3155_-9.0362","Callionymus lyra",6
"1849",58.5,2009,"58.105_-6.1625","Callionymus lyra",6
"1850",58.5,2009,"58.319_-8.4828","Callionymus lyra",2
"1851",58.5,2009,"58.433_-6.0032","Callionymus lyra",6
"1852",59,2009,"58.6012_-5.6513","Callionymus lyra",6
"1853",59,2009,"58.7787_-6.144","Callionymus lyra",2
"1854",55.5,2010,"55.1323_-9.3867","Callionymus lyra",8
"1855",55.5,2010,"55.3827_-6.7473","Callionymus lyra",2
"1856",56,2010,"55.9237_-6.6832","Callionymus lyra",10
"1857",56,2010,"55.997_-7.2383","Callionymus lyra",4
"1858",57,2010,"56.5712_-7.3075","Callionymus lyra",4
"1859",57.5,2010,"57.106_-7.0338","Callionymus lyra",2
"1860",57.5,2010,"57.3312_-8.4735","Callionymus lyra",6
"1861",58,2010,"57.6117_-8.5047","Callionymus lyra",4
"1862",58.5,2010,"58.0647_-5.7527","Callionymus lyra",2
"1863",58.5,2010,"58.1057_-6.132","Callionymus lyra",2
"1864",58.5,2010,"58.3928_-7.8862","Callionymus lyra",6
"1865",58.5,2010,"58.4978_-7.4312","Callionymus lyra",2
"1866",59,2010,"58.7853_-6.192","Callionymus lyra",2
"1867",60,2010,"59.6033_-5.1555","Callionymus lyra",2
"1868",55.5,1985,"55.2833_-5.2167","Callionymus maculatus",8
"1869",55.5,1985,"55.3333_-6.8","Callionymus maculatus",4
"1870",55.5,1985,"55.45_-4.8167","Callionymus maculatus",2
"1871",56,1985,"55.8167_-7.9167","Callionymus maculatus",4
"1872",56.5,1985,"56.1833_-8.3667","Callionymus maculatus",1
"1873",56.5,1985,"56.2333_-8.3833","Callionymus maculatus",2
"1874",56.5,1985,"56.4_-6.7333","Callionymus maculatus",2
"1875",56.5,1985,"56.4333_-7.5833","Callionymus maculatus",5
"1876",56.5,1985,"56.4333_-6.7167","Callionymus maculatus",2
"1877",57.5,1985,"57.3_-8.4833","Callionymus maculatus",2
"1878",58,1985,"57.5333_-9.0833","Callionymus maculatus",1
"1879",58,1985,"57.6167_-8.5","Callionymus maculatus",2
"1880",58,1985,"57.65_-8.5167","Callionymus maculatus",10
"1881",58,1985,"57.9833_-8.8667","Callionymus maculatus",2
"1882",58.5,1985,"58.0167_-8.8333","Callionymus maculatus",1
"1883",58.5,1985,"58.0667_-9.0167","Callionymus maculatus",1
"1884",58.5,1985,"58.0833_-9.0167","Callionymus maculatus",1
"1885",58.5,1985,"58.1333_-5.7833","Callionymus maculatus",5
"1886",58.5,1985,"58.15_-5.7833","Callionymus maculatus",1
"1887",59,1985,"58.8_-5.0833","Callionymus maculatus",1
"1888",55.5,1986,"55.2667_-5.25","Callionymus maculatus",55
"1889",55.5,1986,"55.45_-4.85","Callionymus maculatus",4
"1890",56,1986,"55.9_-8.15","Callionymus maculatus",9
"1891",56.5,1986,"56.2167_-8.3833","Callionymus maculatus",1
"1892",57,1986,"56.6_-7.3667","Callionymus maculatus",2
"1893",58,1986,"57.65_-8.5167","Callionymus maculatus",1
"1894",58.5,1986,"58.25_-5.9833","Callionymus maculatus",2
"1895",58.5,1986,"58.3333_-7.35","Callionymus maculatus",1
"1896",58.5,1986,"58.3833_-6.0667","Callionymus maculatus",2
"1897",58.5,1986,"58.3833_-5.8","Callionymus maculatus",1
"1898",59,1986,"58.6_-5.9333","Callionymus maculatus",4
"1899",59,1986,"58.7_-4.1167","Callionymus maculatus",1
"1900",59,1986,"58.8333_-6.8667","Callionymus maculatus",8
"1901",59.5,1986,"59.1833_-4.0833","Callionymus maculatus",1
"1902",55.5,1987,"55.3_-5.1833","Callionymus maculatus",8
"1903",55.5,1987,"55.4667_-4.8","Callionymus maculatus",2
"1904",56,1987,"55.9667_-6.6833","Callionymus maculatus",5
"1905",56.5,1987,"56.4167_-6.7333","Callionymus maculatus",18
"1906",57,1987,"56.6167_-7.3667","Callionymus maculatus",2
"1907",57,1987,"56.7965_-9.0373","Callionymus maculatus",1
"1908",57.5,1987,"57.2833_-8.4833","Callionymus maculatus",6
"1909",58.5,1987,"58.1167_-5.7167","Callionymus maculatus",1
"1910",58.5,1987,"58.25_-6.0333","Callionymus maculatus",1
"1911",58.5,1987,"58.45_-5.7333","Callionymus maculatus",2
"1912",59,1987,"58.8167_-6.2833","Callionymus maculatus",7
"1913",59.5,1987,"59.35_-5.2","Callionymus maculatus",7
"1914",60,1987,"59.7_-4.3","Callionymus maculatus",2
"1915",55.5,1988,"55.2667_-5.1833","Callionymus maculatus",16
"1916",55.5,1988,"55.3667_-6.7667","Callionymus maculatus",2
"1917",55.5,1988,"55.4667_-4.8","Callionymus maculatus",2
"1918",56,1988,"55.8167_-7.6833","Callionymus maculatus",6
"1919",56,1988,"55.9_-8.1333","Callionymus maculatus",18
"1920",56.5,1988,"56.25_-8.4333","Callionymus maculatus",6
"1921",56.5,1988,"56.3833_-6.85","Callionymus maculatus",9
"1922",56.5,1988,"56.4333_-7.4417","Callionymus maculatus",6
"1923",57,1988,"56.6833_-7.3667","Callionymus maculatus",5
"1924",57.5,1988,"57.2167_-8.4667","Callionymus maculatus",1
"1925",58,1988,"57.6_-8.5167","Callionymus maculatus",6
"1926",58,1988,"57.7833_-6","Callionymus maculatus",2
"1927",58.5,1988,"58.1167_-5.7","Callionymus maculatus",2
"1928",58.5,1988,"58.4167_-6.0667","Callionymus maculatus",8
"1929",59.5,1988,"59.3333_-5.1833","Callionymus maculatus",1
"1930",59.5,1988,"59.3667_-4.0667","Callionymus maculatus",3
"1931",60,1988,"59.7_-4.0667","Callionymus maculatus",2
"1932",55.5,1989,"55.2667_-5.2333","Callionymus maculatus",45
"1933",55.5,1989,"55.3463_-6.7503","Callionymus maculatus",1
"1934",55.5,1989,"55.45_-4.8","Callionymus maculatus",4
"1935",55.5,1989,"55.5_-4.85","Callionymus maculatus",2
"1936",56,1989,"55.8833_-8.15","Callionymus maculatus",2
"1937",56.5,1989,"56.4333_-6.6833","Callionymus maculatus",3
"1938",57,1989,"56.6167_-7.35","Callionymus maculatus",1
"1939",57,1989,"56.9833_-6.9833","Callionymus maculatus",1
"1940",58,1989,"57.9167_-6.2","Callionymus maculatus",7
"1941",58,1989,"57.9255_-6.1935","Callionymus maculatus",1
"1942",58.5,1989,"58.0667_-5.7","Callionymus maculatus",7
"1943",58.5,1989,"58.3_-7.35","Callionymus maculatus",5
"1944",58.5,1989,"58.35_-5.9833","Callionymus maculatus",2
"1945",58.5,1989,"58.3823_-5.7672","Callionymus maculatus",9
"1946",58.5,1989,"58.4333_-6.0333","Callionymus maculatus",6
"1947",58.5,1989,"58.436_-6.0172","Callionymus maculatus",1
"1948",59,1989,"58.6508_-4.3202","Callionymus maculatus",2
"1949",59.5,1989,"59.3833_-4.0667","Callionymus maculatus",4
"1950",55.5,1990,"55.2_-5.2333","Callionymus maculatus",2
"1951",55.5,1990,"55.4667_-4.7833","Callionymus maculatus",1
"1952",56.5,1990,"56.0167_-6.6167","Callionymus maculatus",1
"1953",56.5,1990,"56.4167_-6.7333","Callionymus maculatus",2
"1954",57,1990,"56.6833_-7.3167","Callionymus maculatus",2
"1955",57.5,1990,"57.25_-8.5667","Callionymus maculatus",2
"1956",58,1990,"58_-5.8","Callionymus maculatus",1
"1957",58.5,1990,"58.1_-8.95","Callionymus maculatus",4
"1958",58.5,1990,"58.3_-7.3833","Callionymus maculatus",1
"1959",58.5,1990,"58.3833_-5.9667","Callionymus maculatus",1
"1960",58.5,1990,"58.4_-5.55","Callionymus maculatus",7
"1961",58.5,1990,"58.4333_-6.0167","Callionymus maculatus",1
"1962",59,1990,"58.6667_-4.1333","Callionymus maculatus",2
"1963",59,1990,"58.8167_-6.2833","Callionymus maculatus",4
"1964",56,1991,"55.8_-9","Callionymus maculatus",1
"1965",56,1991,"55.85_-7.7833","Callionymus maculatus",5
"1966",57,1991,"56.6167_-7.3667","Callionymus maculatus",2
"1967",58,1991,"57.5833_-9.05","Callionymus maculatus",2
"1968",58,1991,"57.7055_-5.9685","Callionymus maculatus",1
"1969",58.5,1991,"58.3667_-5.95","Callionymus maculatus",10
"1970",58.5,1991,"58.4_-5.6833","Callionymus maculatus",4
"1971",59,1991,"58.5277_-8.0002","Callionymus maculatus",1
"1972",59,1991,"58.5433_-5.8833","Callionymus maculatus",1
"1973",59.5,1991,"59.1683_-5.9852","Callionymus maculatus",1
"1974",55.5,1992,"55.2167_-5.2","Callionymus maculatus",12
"1975",55.5,1992,"55.35_-8.4","Callionymus maculatus",2
"1976",55.5,1992,"55.4333_-4.8833","Callionymus maculatus",2
"1977",55.5,1992,"55.45_-7.4833","Callionymus maculatus",2
"1978",56,1992,"55.8167_-7.8","Callionymus maculatus",43
"1979",56,1992,"55.8333_-8.3667","Callionymus maculatus",9
"1980",56.5,1992,"56.45_-6.7","Callionymus maculatus",2
"1981",57,1992,"56.5167_-7.5167","Callionymus maculatus",1
"1982",57,1992,"56.5667_-8.2167","Callionymus maculatus",3
"1983",57,1992,"56.75_-9.0167","Callionymus maculatus",2
"1984",57.5,1992,"57.25_-8.4667","Callionymus maculatus",3
"1985",58,1992,"57.5833_-8.5167","Callionymus maculatus",5
"1986",58,1992,"57.9333_-6.2525","Callionymus maculatus",1
"1987",58.5,1992,"58.0667_-5.7","Callionymus maculatus",1
"1988",58.5,1992,"58.2833_-5.9333","Callionymus maculatus",6
"1989",58.5,1992,"58.35_-5.95","Callionymus maculatus",1
"1990",58.5,1992,"58.3833_-5.7167","Callionymus maculatus",4
"1991",58.5,1992,"58.4333_-6.0333","Callionymus maculatus",2
"1992",59,1992,"58.5833_-5.6333","Callionymus maculatus",10
"1993",59,1992,"58.7132_-4.4333","Callionymus maculatus",1
"1994",59,1992,"58.7667_-6.1667","Callionymus maculatus",6
"1995",59.5,1992,"59.35_-5.1833","Callionymus maculatus",1
"1996",55.5,1993,"55.2833_-5.1667","Callionymus maculatus",13
"1997",55.5,1993,"55.3833_-8.4333","Callionymus maculatus",2
"1998",55.5,1993,"55.45_-4.8","Callionymus maculatus",7
"1999",56,1993,"55.8167_-8.2333","Callionymus maculatus",4
"2000",56,1993,"55.8167_-7.6667","Callionymus maculatus",2
"2001",56,1993,"55.9333_-6.6833","Callionymus maculatus",2
"2002",56.5,1993,"56.0333_-9.9043","Callionymus maculatus",3
"2003",57,1993,"56.6_-8.4","Callionymus maculatus",4
"2004",57.5,1993,"57.25_-8.4667","Callionymus maculatus",2
"2005",58,1993,"57.5667_-8.5167","Callionymus maculatus",6
"2006",58,1993,"57.9667_-6.2333","Callionymus maculatus",6
"2007",58,1993,"57.9667_-6.2167","Callionymus maculatus",1
"2008",58.5,1993,"58.2667_-8.5167","Callionymus maculatus",4
"2009",58.5,1993,"58.3833_-5.7","Callionymus maculatus",6
"2010",58.5,1993,"58.4167_-6.0167","Callionymus maculatus",2
"2011",59,1993,"58.5833_-5.6333","Callionymus maculatus",15
"2012",59,1993,"58.6333_-7.25","Callionymus maculatus",2
"2013",59,1993,"58.7667_-6.15","Callionymus maculatus",6
"2014",59.5,1993,"59.25_-4.2833","Callionymus maculatus",5
"2015",55.5,1994,"55.2833_-5.1667","Callionymus maculatus",39
"2016",55.5,1994,"55.3833_-8.4","Callionymus maculatus",2
"2017",55.5,1994,"55.45_-9.2","Callionymus maculatus",1
"2018",55.5,1994,"55.45_-7.4667","Callionymus maculatus",7
"2019",55.5,1994,"55.45_-4.7833","Callionymus maculatus",2
"2020",56,1994,"55.8333_-8.3667","Callionymus maculatus",8
"2021",56,1994,"55.9833_-6.6","Callionymus maculatus",2
"2022",56.5,1994,"56.2333_-8.35","Callionymus maculatus",3
"2023",56.5,1994,"56.4982_-7.5213","Callionymus maculatus",6
"2024",57,1994,"56.6_-7.3667","Callionymus maculatus",1
"2025",57.5,1994,"57.15_-6.9833","Callionymus maculatus",1
"2026",58,1994,"57.5833_-8.5167","Callionymus maculatus",6
"2027",58,1994,"58_-9.0667","Callionymus maculatus",2
"2028",58,1994,"58_-8.8667","Callionymus maculatus",2
"2029",58.5,1994,"58.05_-5.7333","Callionymus maculatus",1
"2030",58.5,1994,"58.3667_-5.9667","Callionymus maculatus",2
"2031",58.5,1994,"58.3667_-5.7667","Callionymus maculatus",1
"2032",58.5,1994,"58.4_-5.6","Callionymus maculatus",1
"2033",58.5,1994,"58.4167_-6.0167","Callionymus maculatus",2
"2034",59,1994,"58.6167_-5.6","Callionymus maculatus",9
"2035",59,1994,"58.7_-4.3167","Callionymus maculatus",1
"2036",59,1994,"58.8167_-6.2833","Callionymus maculatus",6
"2037",59.5,1994,"59.3333_-6.3667","Callionymus maculatus",1
"2038",56,1995,"55.85_-7.7833","Callionymus maculatus",1
"2039",56.5,1995,"56.2333_-8.3833","Callionymus maculatus",2
"2040",57,1995,"56.6167_-7.35","Callionymus maculatus",1
"2041",58,1995,"57.5833_-8.5","Callionymus maculatus",24
"2042",58.5,1995,"58.3667_-5.9333","Callionymus maculatus",6
"2043",55.5,1996,"55.3_-5.1667","Callionymus maculatus",2
"2044",55.5,1996,"55.3667_-8.45","Callionymus maculatus",2
"2045",56,1996,"55.8333_-7.7667","Callionymus maculatus",2
"2046",56.5,1996,"56.3667_-8.5167","Callionymus maculatus",12
"2047",57,1996,"56.5833_-7.4667","Callionymus maculatus",4
"2048",57,1996,"56.6_-8.4167","Callionymus maculatus",3
"2049",57,1996,"56.75_-9.0167","Callionymus maculatus",2
"2050",57.5,1996,"57.0833_-7.0333","Callionymus maculatus",1
"2051",57.5,1996,"57.2333_-8.45","Callionymus maculatus",1
"2052",58,1996,"57.6333_-8.5167","Callionymus maculatus",4
"2053",58.5,1996,"58.0333_-8.8666","Callionymus maculatus",1
"2054",58.5,1996,"58.2667_-7.3667","Callionymus maculatus",1
"2055",59,1996,"58.5167_-8.0167","Callionymus maculatus",2
"2056",59,1996,"58.6167_-5.6","Callionymus maculatus",2
"2057",59,1996,"58.8333_-6.7833","Callionymus maculatus",2
"2058",59,1996,"59_-6.8833","Callionymus maculatus",9
"2059",59.5,1996,"59.2167_-4.15","Callionymus maculatus",5
"2065",55.5,1997,"55.3_-5.1667","Callionymus maculatus",3
"2066",55.5,1997,"55.3667_-8.45","Callionymus maculatus",13
"2067",55.5,1997,"55.4333_-9.1833","Callionymus maculatus",6
"2068",55.5,1997,"55.45_-4.7833","Callionymus maculatus",5
"2069",56,1997,"55.8333_-7.75","Callionymus maculatus",24
"2070",56,1997,"55.9167_-6.7","Callionymus maculatus",1
"2071",56.5,1997,"56.2167_-7.2167","Callionymus maculatus",4
"2072",56.5,1997,"56.35_-8.5","Callionymus maculatus",10
"2073",56.5,1997,"56.4333_-6.7","Callionymus maculatus",1
"2074",57,1997,"56.5833_-7.4333","Callionymus maculatus",4
"2075",57,1997,"56.6_-8.4167","Callionymus maculatus",7
"2076",57.5,1997,"57.2333_-8.4667","Callionymus maculatus",3
"2077",58,1997,"57.55_-8.5","Callionymus maculatus",35
"2078",58,1997,"57.9167_-6.1833","Callionymus maculatus",3
"2079",58.5,1997,"58.0125_-9.0697","Callionymus maculatus",5
"2080",58.5,1997,"58.0167_-8.85","Callionymus maculatus",4
"2081",58.5,1997,"58.2_-7.3167","Callionymus maculatus",47
"2082",58.5,1997,"58.4167_-6.0333","Callionymus maculatus",3
"2083",59,1997,"58.5667_-5.6","Callionymus maculatus",13
"2084",59,1997,"58.6_-5.6","Callionymus maculatus",5
"2085",59,1997,"58.65_-7.25","Callionymus maculatus",2
"2086",59,1997,"58.7_-4.3167","Callionymus maculatus",5
"2087",59,1997,"58.8_-6.9","Callionymus maculatus",1
"2088",59,1997,"59_-6.8667","Callionymus maculatus",20
"2089",59.5,1997,"59.2333_-4.15","Callionymus maculatus",42
"2090",59.5,1997,"59.3333_-5.0333","Callionymus maculatus",11
"2094",55.5,1998,"55.2833_-5.1833","Callionymus maculatus",3
"2095",55.5,1998,"55.3167_-8.4833","Callionymus maculatus",38
"2096",55.5,1998,"55.4333_-9.15","Callionymus maculatus",2
"2097",55.5,1998,"55.45_-4.8","Callionymus maculatus",1
"2098",56,1998,"55.8167_-8.2333","Callionymus maculatus",20
"2099",56,1998,"55.8167_-7.65","Callionymus maculatus",4
"2100",56.5,1998,"56.3167_-8.4333","Callionymus maculatus",7
"2101",56.5,1998,"56.3667_-6.8","Callionymus maculatus",1
"2102",57,1998,"56.75_-9.0167","Callionymus maculatus",2
"2103",58,1998,"57.55_-8.5","Callionymus maculatus",22
"2104",58.5,1998,"58.0167_-9.05","Callionymus maculatus",8
"2105",58.5,1998,"58.0167_-8.8667","Callionymus maculatus",2
"2106",59,1998,"58.6_-5.6","Callionymus maculatus",2
"2107",59,1998,"58.7_-4.3167","Callionymus maculatus",1
"2108",59,1998,"58.7833_-6.15","Callionymus maculatus",2
"2109",59,1998,"59_-6.85","Callionymus maculatus",12
"2110",59.5,1998,"59.3333_-5.2167","Callionymus maculatus",5
"2111",55.5,1999,"55.3_-8.4833","Callionymus maculatus",4
"2112",56,1999,"55.8167_-8.25","Callionymus maculatus",52
"2113",56,1999,"55.8167_-7.7","Callionymus maculatus",2
"2114",56,1999,"55.95_-6.6333","Callionymus maculatus",2
"2115",56.5,1999,"56.2167_-9.1167","Callionymus maculatus",2
"2116",56.5,1999,"56.3167_-8.4333","Callionymus maculatus",2
"2117",56.5,1999,"56.4833_-7.4833","Callionymus maculatus",4
"2118",57,1999,"56.6_-8.4833","Callionymus maculatus",2
"2119",58,1999,"57.95_-6.2","Callionymus maculatus",2
"2120",58,1999,"57.9667_-6.2167","Callionymus maculatus",4
"2121",58.5,1999,"58.3833_-5.9833","Callionymus maculatus",2
"2122",58.5,1999,"58.4_-6","Callionymus maculatus",4
"2123",59.5,1999,"59.05_-6.75","Callionymus maculatus",4
"2124",59.5,1999,"59.2167_-4.05","Callionymus maculatus",4
"2125",59.5,1999,"59.3333_-5.0833","Callionymus maculatus",36
"2132",56,2000,"55.8167_-8.2667","Callionymus maculatus",18
"2133",56.5,2000,"56.4667_-7.4667","Callionymus maculatus",2
"2134",57,2000,"56.6167_-8.3833","Callionymus maculatus",4
"2135",58,2000,"57.5667_-8.5","Callionymus maculatus",12
"2136",58,2000,"57.9667_-6.2167","Callionymus maculatus",4
"2137",58.5,2000,"58.2667_-7.35","Callionymus maculatus",6
"2138",58.5,2000,"58.4_-6","Callionymus maculatus",2
"2139",58.5,2000,"58.4_-5.6333","Callionymus maculatus",2
"2140",59,2000,"58.5167_-8.0167","Callionymus maculatus",2
"2141",59,2000,"58.7167_-4.3333","Callionymus maculatus",2
"2142",59.5,2000,"59.2167_-4.05","Callionymus maculatus",6
"2143",59.5,2000,"59.3333_-5.1167","Callionymus maculatus",2
"2150",55.5,2001,"55.279_-5.1913","Callionymus maculatus",2
"2151",56,2001,"55.8357_-7.77","Callionymus maculatus",2
"2152",56.5,2001,"56.1902_-9.108","Callionymus maculatus",4
